# gep_len: 5
# 表示多关键词规则中关键词生效的最大间隔
#
# rule_score: 0.3
# 表示规则命中后的加分
#
# 支持正则，注意字符转义。example：
# word1 word2	label1 label2
法拉利	汽车
爱丽舍	汽车
爱唯欧	汽车
爱迪尔	汽车
牧马人	汽车
特斯拉	汽车
甲壳虫	汽车
福仕达	汽车
福克斯	汽车
福瑞达	汽车
福睿斯	汽车
福莱尔	汽车
科迈罗	汽车
科鲁兹	汽车
索纳塔	汽车
美人豹	汽车
自由舰	汽车
艾力绅	汽车
蒙派克	汽车
蒙迪欧	汽车
迈瑞宝	汽车
迈锐宝	汽车
阁瑞斯	汽车
雅力士	汽车
雅科仕	汽车
雅绅特	汽车
雪佛兰	汽车
雪铁龙	汽车
马自达	汽车
高尔夫	汽车
麦柯斯	汽车
马自达2	汽车
马自达3	汽车
保时捷356	汽车
法拉利458	汽车
马自达5	汽车
菲亚特500	汽车
马自达6	汽车
马自达8	汽车
保时捷911	汽车
保时捷918	汽车
斯巴鲁brz	汽车
雪铁龙c2	汽车
雪铁龙c3	汽车
沃尔沃c30	汽车
雪铁龙c4l	汽车
雪铁龙c5	汽车
比亚迪c6	汽车
雪铁龙c6	汽车
沃尔沃c70	汽车
雪铁龙c8	汽车
比亚迪e6	汽车
昂科威envision	汽车
法拉利enzo	汽车
比亚迪f0	汽车
比亚迪f1	汽车
比亚迪f3	汽车
比亚迪f6	汽车
比亚迪f8	汽车
比亚迪g3	汽车
比亚迪g3r	汽车
比亚迪g5	汽车
比亚迪g6	汽车
高尔夫gti	汽车
比亚迪i6	汽车
比亚迪l3	汽车
比亚迪l4	汽车
法拉利laferrari	汽车
比亚迪m6	汽车
西雅特mii	汽车
马自达mx-5	汽车
沃尔沃s40	汽车
比亚迪s6	汽车
沃尔沃s60	汽车
沃尔沃s60l	汽车
比亚迪s7	汽车
比亚迪s8	汽车
沃尔沃s80	汽车
沃尔沃s80l	汽车
迈巴赫s级	汽车
比亚迪t6	汽车
沃尔沃v40	汽车
沃尔沃v60	汽车
沃尔沃xc60	汽车
沃尔沃xc70	汽车
沃尔沃xc90	汽车
斯巴鲁xv	汽车
东风风神	汽车
五菱宏光	汽车
众泰知豆	汽车
克尔维特	汽车
全新胜达	汽车
兰博基尼	汽车
凯迪拉克	汽车
劳斯莱斯	汽车
双龙主席	汽车
吉利熊猫	汽车
奇瑞五娃	汽车
揽胜极光	汽车
普瑞维亚	汽车
林肯城市	汽车
欧菲莱斯	汽车
比亚迪唐	汽车
比亚迪秦	汽车
江南奥拓	汽车
江淮悦悦	汽车
海马爱尚	汽车
海马王子	汽车
玛莎拉蒂	汽车
索纳塔八	汽车
红旗旗舰	汽车
英菲尼迪	汽车
路虎卫士	汽车
路虎揽胜	汽车
进口迈腾	汽车
道奇公羊	汽车
长城精灵	汽车
陆风风华	汽车
陆风风尚	汽车
雷克萨斯	汽车
奇瑞风云2	汽车
东风标致2008	汽车
东风标致206	汽车
东风标致207	汽车
路虎发现3	汽车
东风标致3008	汽车
克莱斯勒300c	汽车
东风标致301	汽车
东风标致308	汽车
进口标致308cc	汽车
东风标致308s	汽车
进口宝马3系	汽车
路虎发现4	汽车
东风标致408	汽车
进口标致507	汽车
东风标致508	汽车
进口宝马5系	汽车
进口标致607	汽车
国产奥迪a3	汽车
进口奥迪a4	汽车
柯尼塞格agera	汽车
兰博基尼ankonian	汽车
凯迪拉克ats	汽车
兰博基尼aventador	汽车
一汽大众cc	汽车
玛莎拉蒂coupe	汽车
凯迪拉克cts	汽车
进口奔驰c级	汽车
凯迪拉克elr	汽车
雷克萨斯es	汽车
北京1_8e系	汽车
进口奔驰e级	汽车
上汽大通g10	汽车
玛莎拉蒂ghibli	汽车
北京奔驰glk	汽车
玛莎拉蒂grancabrio	汽车
玛莎拉蒂granturismo	汽车
雷克萨斯gs	汽车
雷克萨斯is	汽车
玛莎拉蒂kubang	汽车
雷克萨斯ls	汽车
英菲尼迪m	汽车
北汽威旺m20	汽车
玛莎拉蒂mc12	汽车
兰博基尼murcielago	汽车
英菲尼迪q30	汽车
进口奥迪q5	汽车
英菲尼迪q50	汽车
英菲尼迪q70l	汽车
兰博基尼reventon	汽车
凯迪拉克sls赛威	汽车
玛莎拉蒂spyder	汽车
凯迪拉克sts	汽车
上汽大通v80	汽车
国产宝马x1	汽车
凯迪拉克xts	汽车
丰田埃尔法	汽车
兰德酷路泽	汽车
别克新世纪	汽车
奥迪派克峰	汽车
帕萨特领驭	汽车
桑塔纳志俊	汽车
路虎神行者	汽车
路虎自由人	汽车
进口高尔夫	汽车
路虎神行者2	汽车
阿斯顿马丁one77	汽车
国产沃尔沃xc60	汽车
别克林荫大道	汽车
劳斯莱斯幻影	汽车
劳斯莱斯银魅	汽车
玛莎拉蒂总裁	汽车
兰博基尼爱马仕	汽车
劳斯莱斯古斯特	汽车
现代劳恩斯酷派	汽车
300英雄	游戏
3d坦克	游戏
cdc	游戏
cf穿越火线	游戏
deemo	游戏
dota2	游戏
jj斗地主	游戏
nba梦之队	游戏
nexon	游戏
qq三国	游戏
qq水浒	游戏
qq炫舞	游戏
qq飞车	游戏
q宠大乐斗	游戏
se中国	游戏
七杀	游戏
傲剑	游戏
剑灵	游戏
忍将	游戏
拳皇	游戏
数独	游戏
斩仙	游戏
枪魂	游戏
炫舞	游戏
烈焰	游戏
瑞趣	游戏
百游	游戏
神曲	游戏
神武	游戏
神魔	游戏
绿岸	游戏
网域	游戏
网龙	游戏
联众	游戏
腾讯	游戏
萌战	游戏
诛仙	游戏
逆战	游戏
问道	游戏
魔域	游戏
龙将	游戏
君王2	游戏
激战2	游戏
剑网3	游戏
天下3	游戏
三国kill	游戏
我叫mt	游戏
奇迹mu	游戏
世界ol	游戏
忘仙ol	游戏
恋舞ol	游戏
火影ol	游戏
蜀山ol	游戏
武侠q传	游戏
江南style骑马舞	游戏
怪物x联盟	游戏
三国杀	游戏
久游网	游戏
五子棋	游戏
仙侠道	游戏
冒险岛	游戏
割绳子	游戏
劲舞团	游戏
卧龙吟	游戏
大富翁	游戏
大将军	游戏
大掌门	游戏
对对碰	游戏
弹弹堂	游戏
悠游网	游戏
打豆豆	游戏
找你妹	游戏
捣蛋猪	游戏
掠夺者	游戏
摩力游	游戏
撸啊撸	游戏
斗地主	游戏
斗战神	游戏
新仙剑	游戏
星纪元	游戏
枪神纪	游戏
梦三国	游戏
梦天堂	游戏
泡泡堂	游戏
泡泡龙	游戏
猜歌王	游戏
神仙道	游戏
空中网	游戏
葫芦娃	游戏
魂斗罗	游戏
龙之谷	游戏
七雄争霸	游戏
三国战记	游戏
上古世纪	游戏
上海天游	游戏
世纪天成	游戏
九阴真经	游戏
二战风云	游戏
伙聚联合	游戏
传奇世界	游戏
传奇霸业	游戏
你画我猜	游戏
佣兵天下	游戏
保卫萝卜	游戏
傲世西游	游戏
傲视天地	游戏
光宇华夏	游戏
全民英雄	游戏
冰川网络	游戏
刀塔传奇	游戏
千橡互动	游戏
变形金刚	游戏
口袋战争	游戏
口袋精灵	游戏
合金弹头	游戏
啪啪三国	游戏
地铁跑酷	游戏
坦克世界	游戏
坦克大战	游戏
城堡争霸	游戏
多益网络	游戏
夜店之王	游戏
大周皇族	游戏
天书奇谈	游戏
天天酷跑	游戏
天天飞车	游戏
天空之舞	游戏
天龙八部	游戏
奇幻射击	游戏
女神联盟	游戏
如来神掌	游戏
完美世界	游戏
密室逃脱	游戏
小小帝国	游戏
崩坏学园	游戏
巨人网络	游戏
帝国崛起	游戏
幻想三国	游戏
广州新游	游戏
御龙在天	游戏
我是火影	游戏
战龙三国	游戏
捕鱼达人	游戏
搜狐畅游	游戏
攻城掠地	游戏
攻城略地	游戏
无尽之剑	游戏
时空猎人	游戏
昆仑万维	游戏
暴击僵尸	游戏
暴力摩托	游戏
暴雨1_3	游戏
杭州电魂	游戏
枪林弹雨	游戏
格斗之皇	游戏
梦幻西游	游戏
武神世纪	游戏
水果忍者	游戏
派讯1_3	游戏
海贼无双	游戏
消灭星星	游戏
深圳淘乐	游戏
1_7人生	游戏
1_7米果	游戏
火石软件	游戏
火线指令	游戏
炉石传说	游戏
炫舞时代	游戏
烈火战神	游戏
热血三国	游戏
热血江湖	游戏
狂斩三国	游戏
王者之剑	游戏
生存战争	游戏
瘟疫公司	游戏
登山赛车	游戏
神奇宝贝	游戏
神将世界	游戏
神州奥美	游戏
神庙逃亡	游戏
神雕侠侣	游戏
穿越火线	游戏
突击英雄	游戏
突击风暴	游戏
笑傲江湖	游戏
第九城市	游戏
联游网络	游戏
臻游网络	游戏
节奏大师	游戏
英雄传奇	游戏
英雄战魂	游戏
英雄联盟	游戏
英魂之刃	游戏
蓝港在线	游戏
蜗牛1_7	游戏
蜘蛛纸牌	游戏
街机三国	游戏
超级玛丽	游戏
逐鹿中原	游戏
造梦西游	游戏
部落战争	游戏
雷霆之怒	游戏
风云无双	游戏
飞机大战	游戏
骋龙1_7	游戏
骏梦1_7	游戏
魅影传说	游戏
魔兽世界	游戏
魔卡幻想	游戏
麒麟1_7	游戏
黄金矿工	游戏
黑暗之光	游戏
最终幻想14	游戏
大话西游2	游戏
忍者神龟2	游戏
神庙逃亡2	游戏
街头霸王2	游戏
天龙八部3	游戏
极品台球3	游戏
倩女幽魂ol	游戏
反恐精英ol	游戏
大闹天宫ol	游戏
火影忍者ol	游戏
笑傲江湖ol	游戏
俄罗斯方块	游戏
勇者大冒险	游戏
单机斗地主	游戏
哥哥帮帮忙	游戏
塔防三国志	游戏
大天使之剑	游戏
大家来找茬	游戏
大鱼吃小鱼	游戏
天天斗地主	游戏
天天爱消除	游戏
宠物小精灵	游戏
宠物连连看	游戏
开心水族箱	游戏
愤怒的小鸟	游戏
放开那三国	游戏
暗黑西游记	游戏
果蔬连连看	游戏
梦幻蛋糕店	游戏
梦想海贼王	游戏
欢乐斗地主	游戏
水果老虎机	游戏
水果连连看	游戏
波克斗地主	游戏
流星蝴蝶剑	游戏
混沌与秩序	游戏
滑雪大冒险	游戏
热血海贼王	游戏
燃烧的蔬菜	游戏
狂扁小朋友	游戏
画个火柴人	游戏
疯狂猜成语	游戏
百万亚瑟王	游戏
真人斗地主	游戏
跑跑卡丁车	游戏
会说话的金杰	游戏
地下城与勇士	游戏
拖拉机小1_7	游戏
撕开她的衣服	游戏
植物大战僵尸	游戏
疯狂小人战斗	游戏
皇帝成长计划	游戏
1_13大战老鼠	游戏
被尘封的故事	游戏
植物大战僵尸2	游戏
会说话的安吉拉	游戏
会说话的汤姆猫	游戏
暖暖的换装物语	游戏
神庙逃亡电脑版	游戏
范特西篮球经理	游戏
黄金矿工双人版	游戏
会说话的汤姆猫2	游戏
会说话的汤姆猫3	游戏
愤怒的小鸟太空版	游戏
搞怪碰碰球在线玩	游戏
鳄鱼小顽皮爱洗澡	游戏
植物大战僵尸无尽版	游戏
混沌与秩序之英雄战歌	游戏
biangbiang面	美食
东来顺	美食
俏江南	美食
毋米粥	美食
湘鄂情	美食
稻香村	美食
苏浙汇	美食
采蝶轩	美食
金汉斯	美食
风波庄	美食
鼎泰丰	美食
元气寿司	美食
巫山烤鱼	美食
广州酒家	美食
毛家饭店	美食
沙县小吃	美食
澳门豆捞	美食
诸葛烤鱼	美食
那家小馆	美食
阿瓦山寨	美食
青年餐厅	美食
麻辣诱惑	美食
东方饺子王	美食
单县羊肉汤	美食
唐宫海鲜舫	美食
喜家德水饺	美食
大清花饺子	美食
大渔铁板烧	美食
港式茶餐厅	美食
西贝莜面村	美食
上井日本料理	美食
争鲜回转寿司	美食
眉州东坡酒楼	美食
禾绿回转寿司	美食
老北京炸酱面	美食
康师傅私房牛肉面	美食
傅军	财经
冯仑	财经
叶檀	财经
水皮	财经
王卫	财经
王石	财经
秦晓	财经
胡润	财经
郁亮	财经
大成2020	财经
嘉实300	财经
易基50	财经
任志强	财经
刘军洛	财经
刘迎霞	财经
向华强	财经
吴敬琏	财经
孙正义	财经
宗庆后	财经
尚福林	财经
巴菲特	财经
常小兵	财经
张五常	财经
张近东	财经
曹德旺	财经
李书福	财经
李大霄	财经
杨受成	财经
杨怀定	财经
杨惠妍	财经
杨百万	财经
殷保华	财经
汤珈铖	财经
沙黾农	财经
潘石屹	财经
王东明	财经
王亚伟	财经
王健林	财经
王国强	财经
索罗斯	财经
董明珠	财经
褚时健	财经
许家印	财经
谢国忠	财经
邓文迪	财经
邵逸夫	财经
郎咸平	财经
金美欧	财经
陈光标	财经
霍英东	财经
马明哲	财经
黄光裕	财经
中银增长	财经
光大优势	财经
华夏优势	财经
华夏全球	财经
华夏回报	财经
华夏复兴	财经
华夏成长	财经
华夏红利	财经
华夏蓝筹	财经
华安创新	财经
华安策略	财经
华宝精选	财经
南方全球	财经
嘉实海外	财经
嘉实稳健	财经
大成价值	财经
大成蓝筹	财经
天弘精选	财经
富国天博	财经
广发聚丰	财经
招商先锋	财经
景顺平衡	财经
景顺精选	财经
添富均衡	财经
稻盛和夫	财经
诺安平衡	财经
诺安股票	财经
银华优选	财经
长信金利	财经
鹏华价值	财经
博时价值2号	财经
信诚四季红	财经
易方达科讯	财经
融通新蓝筹	财经
中海优质成长	财经
中邮核心优选	财经
中邮核心成长	财经
华商领先企业	财经
华夏现金增利	财经
博时价值增长	财经
博时新兴成长	财经
大成创新成长	财经
富国低碳环保	财经
工银核心价值	财经
长城安心回报	财经
南方现金增利a	财经
易方达价值成长	财经
上投摩根亚太优势	财经
58同城	互联网
雷军	互联网
马云	互联网
刘强东	互联网
周鸿祎	互联网
大街网	互联网
姚劲波	互联网
拉勾网	互联网
李学凌	互联网
李开复	互联网
李彦宏	互联网
猎聘网	互联网
赶集网	互联网
陆兆禧	互联网
马化腾	互联网
前程无忧	互联网
扎克伯格	互联网
智联招聘	互联网
bose	房产家居
jvc	房产家居
smeg	房产家居
三洋	房产家居
乐声	房产家居
九阳	房产家居
创佳	房产家居
创维	房产家居
博世	房产家居
容声	房产家居
方太	房产家居
春兰	房产家居
格力	房产家居
海信	房产家居
海尔	房产家居
长虹	房产家居
万利达	房产家居
格兰仕	房产家居
苏泊尔	房产家居
荣事达	房产家居
三体	文化生活
仙逆	文化生活
史记	文化生活
呐喊	文化生活
唐砖	文化生活
围城	文化生活
nba 2k	游戏
ds 5	汽车
苹果macbook air	数码
马自达6 atenza阿特兹	汽车
马自达3 axela昂克赛拉	汽车
hugo boss	时尚
雪铁龙gt concept	汽车
联想thinkpad e40	数码
联想thinkpad e420	数码
联想thinkpad e430	数码
兰博基尼sesto elemento	汽车
lady gaga	娱乐
marc jacobs	时尚
yaris l 致炫	汽车
ralph lauren	时尚
苹果mac mini	数码
苹果macbook pro	数码
model s	汽车
paul smith	时尚
coupe suv	汽车
harry winston	时尚
新闻	社会资讯
养花	文化生活
主播网红	娱乐
为人处世	文化生活
老毕	娱乐
天佑	娱乐
阿哲	娱乐
范特西	娱乐
雄安新区	社会资讯
河北雄安新区	社会资讯
卡塔尔 断交	社会资讯
卡塔尔 外交	社会资讯
科目三	汽车
科目二	汽车

